ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CODCIUDAD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2023,10,00038,6,0047,1,3,202307000386004714,48,1,4,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, 
2023,10,00038,6,0047,1,3,202210000386004714,48,1,5,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, 
2023,10,00040,5,0084,1,3,202310000405008411,48,1,1,1,1,2, ,1,83,1,1,1,11,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,40.221876597024
2023,10,00040,5,0084,1,3,202310000405008412,48,1,2,2,1,2, ,2,77,2,2,29,7,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,0, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,32.9177169574647
2023,10,00040,5,0084,1,3,202310000405008413,48,1,3,3,1,2, ,1,43,3,3,26,9,1980,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,16,0,0,0,0,0,0,9,9, ,36,2,36,1,1,1,1,2,75, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,4,2,2,2,2,2,2,10,5,1, , , , , ,325, , , ,325,325,325,1,41.9518020310642
2023,10,00040,5,0084,1,3,202310000405008414,48,1,4,3,1,2, ,2,46,4,4,20,4,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,3, , , , , , , , , , , , ,1,34.7413085021761
2023,10,00040,5,0084,1,3,202310000405008415,48,1,5,5,1,1, ,2,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2023,10,00040,5,0084,1,3,202310000405008416,48,1,6,5,1,2, ,1,17,6,6,8,6,2006,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,9313,4100,3,5,3,2,1,2,0,4,0,0,0,0,0,4, ,15,2,15,1,2,2,2,2,55,10, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,8,1,43, , , , ,238, , , ,281,281,281,1,44.2203878342553
2023,10,00040,5,0084,1,3,202310000405008418,48,1,7,11,1,2, ,1,71,7,7,24,7,1952,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,3,0,8,8,0,0,6,0,22, ,32,2,32,1,1,1,2,2,150, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,5,1, , , , , ,650, , , ,650,650,650,1,40.221876597024
2023,10,00040,5,0085,1,3,202310000405008511,48,1,1,1,1,2, ,2,77,1,1,10,5,1946,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,1,4,5,5,6,5,6,5,36, ,36,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,5, ,2,2,2,2,2,2,10,7,1, ,87, , , , ,770, , ,857,857,857,1,25.0846952132149
2023,10,00052,5,0023,1,3,202310000525002311,48,1,1,1,1,2, ,1,74,1,1,20,12,1948,1, , , , , , , , , , , , , , , ,5211,4630,2, ,2,1,1,2,5,10,1,9,9,9,9,52, ,52,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,866, , , , ,616, , ,1482,1482,1482,1,50.9311909146953
2023,10,00052,5,0023,1,3,202310000525002312,48,1,2,2,1,2, ,2,59,2,2,10,12,1963,1, , , , , , , , , , , , , , , ,5211,4630,2, ,2,1,1,1,5,10,12,12,12,12,12,75, ,75,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, ,600, , , , ,450, , ,1050,1050,1050,1,29.1790109547179
2023,10,00052,5,0097,1,3,202210000525009711,48,1,1,1,1,2, ,2,47,1,1,11,8,1976,1, , , , , , , , , , , , , , , ,3314,1071,1, ,2,1,1,4,7,7,7,8,8,8,8,53, ,53,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,650, , , , ,1340, , ,1990,1990,1990,1,40.4117735037177
2023,10,00052,5,0097,1,3,202210000525009712,48,1,2,2,1,2, ,1,52,2,2,14,10,1970,1, , , , , , , , , , , , , , , ,3314,1071,1, ,2,1,1,2,3,2,5,3,3,3,3,22, ,22,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, ,390, , , , ,856, , ,1246,1246,1246,1,38.1755113076377
2023,10,00052,5,0097,1,3,202210000525009713,48,1,3,3,1,2, ,1,22,3,3,12,11,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,55.6361382047259
2023,10,00052,5,0097,1,3,202210000525009714,48,1,4,3,1,1, ,2,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2023,10,00052,5,0097,1,3,202210000525009715,48,1,5,3,1,2, ,2,16,5,5,2,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5211,1071,4, ,2,1,1,4,0,4,0,0,0,0,0,4, , ,2,7,2, , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,47.0290101599329
2023,10,00052,5,0097,1,3,202210000525009716,48,1,6,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2023,10,00059,4,0010,1,3,202207000594001011,48,1,1,1,1,2, ,2,67,1,1,21,9,1956,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,9121,9601,2, ,3,2,1,1,0,2,0,0,0,2,0,4, ,8,2,8,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,260, , ,260,260,260,1,39.1450172171158
